_id,businessname,dbaname,address,city,state,zip,licstatus,licensecat,descript,license_add_dt_tm,dayphn_cleaned,property_id,latitude,longitude
1534,Kentucky Fried Chicken,,625 American Legion,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2011-03-25 18:11:14+00,7819820755,3173,42.285590000139095,-71.11089000075386
1535,Kentucky Fried Chicken,,695 Columbia,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2011-03-25 18:27:02+00,7819820755,156502,42.319970732523856,-71.061799804693
1536,Kenzoku Mazesoba,,506 Park,Boston,MA,02215,Active,FS,Eating & Drinking,2023-01-19 18:50:38.527+00,,351986,42.347669220747,-71.10594799512468
1537,KFC,,30 Beacon,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2011-11-15 18:28:09+00,7819820755,12776,42.35358999977531,-71.13892000111287
1538,KHAU GALLI,,38 Brooks,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2025-12-08 16:23:00.797+00,5105161956,157199,42.356120022233526,-71.16220157338849
1539,Kicco Italian Coffee,,1 Nashua,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2022-05-03 15:42:42.707+00,8573179040,347406,42.36593808263721,-71.06329249059569
1540,Kimchipapi Kitchen,,81 Harvard,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2017-11-22 15:20:31.593+00,6178889368,421104,42.35356999989448,-71.13240000076226
1541,King Do,,1154 Dorchester,Dorchester,MA,02125,Active,FS,Eating & Drinking,2025-03-10 16:16:31.81+00,6174365464,157339,42.31122678657734,-71.05739263015285
1542,Kings Bowl Seaport,,60 Seaport,Boston,MA,02210,Active,FS,Eating & Drinking,2017-02-14 16:25:54.697+00,8555222695,419846,42.35284399364106,-71.04709889448148
1543,KING'S/THE 88 CLUB,,50 Dalton,Boston,MA,02115,Active,FS,Eating & Drinking,2006-12-07 18:35:45+00,6172622605,45832,42.34706500048197,-71.08564300079891
1544,Kis O Yogurt,,44 Beacon,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2024-05-08 14:43:56.407+00,7814202737,12783,42.35363708367788,-71.13975841844794
1545,Klin Thai West Roxbury,,1894 Centre,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,2025-10-23 17:50:32.037+00,6174773348,155922,42.285385729194324,-71.15584171485347
1546,Kneeland Cafe,,75 Kneeland,Boston,MA,02111,Active,FS,Eating & Drinking,2020-01-02 17:40:31.043+00,6179363953,157505,42.3501787870017,-71.06061023584307
1547,Knoll Street Tavern,,1410 Centre,Roslindale,MA,02131,Active,FS,Eating & Drinking,2025-09-22 17:06:07.357+00,6173251222,399207,42.293940000293006,-71.13618000127202
1548,Kohi Coffee Company,,40 Berkeley,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2021-08-27 13:50:51.477+00,6173785738,15025,42.34594000010057,-71.07090000110264
1549,Kohi Coffee Company,,70 Guest,Brighton,MA,02135,Active,FS,Eating & Drinking,2024-07-02 14:45:40.03+00,,421472,42.3572476044308,-71.1440714883284
1550,Koko Coffee,,226 Causeway,Boston,MA,02114,Active,FS,Eating & Drinking,2025-04-24 18:57:13.947+00,8573053456,26499,42.366639999731554,-71.05943000115549
1551,Koko Coffee,,255 State,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2022-05-26 19:27:40.9+00,8572212308,158086,42.35938091073582,-71.05114624072525
1552,Koko Coffee,,745 Atlantic,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2026-02-04 20:05:24.58+00,8572300444,6354,42.35031000011261,-71.05710000177895
1553,Koko Coffee,,87 L,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2022-04-08 13:55:45.493+00,8572212308,156343,42.33430149364301,-71.03550036750278
1554,Kokoro Everyday Japanese Food,,6 Tremont,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2026-06-03 15:45:29.52+00,,406406,42.350479999862536,-71.1684400006564
1555,Kongdog,,200 Faneuil Hall Marketplace,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,2023-03-28 14:38:02.12+00,7813668653,156093,42.36019981607993,-71.05479820374326
1556,Korean Garden Restaurant,,122 Harvard,Allston,MA,02134,Active,FS,Eating & Drinking,2008-10-24 19:42:06+00,6175628989,157303,42.35243167095337,-71.13171112318642
1557,Korean Village  Park's Kitchen  Kimbap Heaven-S#10,,122 Brighton,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2026-02-20 16:52:28.337+00,6176188099,162569,42.35240065993929,-71.13107730992346
1558,Korokoro Ramen and Sushi,,329 Sumner,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2024-10-16 15:06:42.357+00,6178407417,132398,42.36710706406126,-71.03607027468142
1559,Kozy Kitchen,,728 Commonwealth,Boston,MA,02215,Active,FS,Eating & Drinking,2024-12-09 18:58:17.947+00,6465250443,41246,42.34962000054308,-71.10644000125224
1560,Krasi,,48 Gloucester,Boston,MA,02115,Active,FS,Eating & Drinking,2019-04-29 14:36:58.793+00,6179704054,64954,42.348681000431625,-71.08410200071428
1561,Kuizinn Lakay Plus,,1672 Blue Hill,Mattapan,MA,02126,Active,FS,Eating & Drinking,2018-05-10 14:18:01.697+00,8572058742,16348,42.26762399939839,-71.09325700203321
1562,Kung Fu Tea,,1916B Beacon,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2014-08-18 17:22:00.33+00,6462209991,351867,42.336591000246315,-71.14887600175757
1563,Kung Fu Tea @ Mass. Ave.,,334 Massachusetts,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2013-07-23 18:31:52+00,,156790,42.342610373743526,-71.08416984132879
1564,Kura Revolving Sushi Bar,,39 District,Dorchester,MA,02125,Active,FS,Eating & Drinking,2022-08-02 14:22:07.813+00,,423055,42.32586512589624,-71.06244368432797
1565,Kured,,81 Charles,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2025-10-08 14:49:45.28+00,8572847169,29194,42.35845330826404,-71.07046529704412
1566,Kwench Juice Cafe,,1587 Blue Hill,Mattapan,MA,02126,Active,FT,Eating & Drinking w/ Take Out,2022-10-24 18:00:54.32+00,7749767094,16326,42.26956000003132,-71.09404000202832
1567,Kwench Juice Cafe,,230 Congress,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2022-10-12 16:06:42.877+00,6177853489,358042,42.35449000012255,-71.05422000103133
1568,Kwench Juice Cafe,,401 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2023-06-06 13:49:26.613+00,,143535,42.34930046891137,-71.1552742358399
1569,Kwench Juice Cafe,,643 VFW,Chestnut Hill,MA,02467,Active,FT,Eating & Drinking w/ Take Out,2024-10-23 16:36:46.917+00,6172127949,424158,42.29646525486872,-71.15666531224726
1570,Kyoichi,,665A Tremont,Roxbury,MA,02118,Active,FT,Eating & Drinking w/ Take Out,2022-05-27 16:50:19.61+00,8572363473,351746,42.34194999996279,-71.07587000092104
1571,L5C1,,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2008-11-16 16:29:39+00,7742054363,424258,42.34673007807398,-71.0986629781914
1572,L5C3,,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2008-11-16 16:31:02+00,7742054363,424258,42.34673007807398,-71.0986629781914
1573,La Abundancia Bakery  Corporation,,59 Meridian,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2014-12-03 18:33:32.99+00,8575408209,351703,42.37173900034121,-71.03877200131161
1574,La Be Fana Pizzeria,,15 Beacon,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2014-06-05 12:21:49+00,6179870086,12560,42.354249999581754,-71.13765000156977
1575,L.A. Burdick Chocolate,,224 Clarendon,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2011-07-30 17:41:18+00,6037563701,340972,42.35125097310605,-71.07566212219865
1576,La Cabra Restaurant,,1294 Blue Hill,Mattapan,MA,02126,Active,FS,Eating & Drinking,2025-03-28 16:17:55.73+00,6173229011,16228,42.27934999991406,-71.09275000191992
1577,LA CHIVA RESTAURANT,,259 Bennington,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2018-11-27 17:11:34.82+00,6175696200,14695,42.37825000012006,-71.02954000131848
1578,LaCocina Local,HSI MCA BOS FB  LLC,300 Terminal,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2019-06-27 16:05:24.093+00,6176346097,341352,42.3666199526667,-71.016589349149
1579,La Cocina VROCC,,389 Maverick,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2025-10-09 18:40:15.13+00,7815585102,93071,42.365699999945136,-71.02905000185709
1580,La Cuchara Restaurant,,381 Blue Hill,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2024-02-28 18:12:50.833+00,6174457500,378158,42.31173000011443,-71.0811100015354
1581,La Esquina Restaurant,,624 Blue Hill,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2019-05-31 13:45:36.4+00,6178220200,156302,42.302878752333676,-71.08501854612992
1582,LA FAMIGLIA RISTORANTE,,112 Salem,Boston,MA,02113,Active,FS,Eating & Drinking,2006-12-07 18:34:16+00,7812843908,121697,42.36454999973423,-71.05571000122214
